District,Households_Rural,Households_Rural_Dilapidated,Households_Rural_Toilet_Premise,Households_Urban,Households_Urban_Dilapidated,Households_Urban_Toilet_Premise
Pudukkottai,399712.0,16787.904000000002,223039.29599999997,104229.0,1667.664,75461.796
Sivaganga,309224.0,9276.72,200377.152,143193.0,2004.7019999999998,108683.48700000001
Madurai,417718.0,8772.078000000001,270263.54600000003,592723.0,4741.784,478327.461
Theni,189328.0,3975.8880000000004,115679.408,221295.0,2876.835,149595.41999999998
Virudhunagar,363782.0,6184.294000000001,257193.87400000004,370942.0,3338.4780000000005,292673.238
Ramanathapuram,290478.0,8714.34,180677.316,126761.0,2028.176,91521.442
Thoothukkudi,,,,300661.0,3908.5930000000003,225495.75
Tirunelveli,547962.0,8767.392,347407.908,516705.0,5683.755000000001,370994.19
Kanniyakumari,104253.0,2814.831,63802.835999999996,493788.0,14813.64,314049.168
Dharmapuri,396819.0,9920.475,251583.246,91107.0,1457.712,67510.287
Krishnagiri,437988.0,9635.736,279874.332,142552.0,855.312,114469.256
Coimbatore,284795.0,4556.72,197362.935,,,
Tiruppur,356886.0,6067.062000000001,246965.11200000002,538022.0,3766.1539999999995,399212.324
Yanam,0.0,,,15519.0,108.633,12896.288999999999
PONDICHERRY,87296.0,,,203741.0,,
Mahe,0.0,,,12110.0,133.21,10063.41
Karaikal,35618.0,747.9780000000001,21442.036,33715.0,404.58,25825.689999999995
Nicobars,15958.0,191.496,11792.962000000001,0.0,,
North  AND Middle Andaman,39091.0,,,1094.0,,
South Andaman,34901.0,1221.535,21638.62,50631.0,607.572,38783.346
